,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
6858,Kew Gardens Hills (Queens),40.722578244228046,-73.82087764933566,Chase Bank,40.726985107695974,-73.82159254503196,Bank
6859,Kew Gardens Hills (Queens),40.722578244228046,-73.82087764933566,Benjy's Kosher Pizza & Falafel,40.72477036009629,-73.82109149359167,Pizza Place
6860,Kew Gardens Hills (Queens),40.722578244228046,-73.82087764933566,Swan Delight,40.71994505478587,-73.82056611726254,Deli / Bodega
6861,Kew Gardens Hills (Queens),40.722578244228046,-73.82087764933566,Uncle Tommy's,40.71974223885612,-73.82067506657279,Pizza Place
6862,Kew Gardens Hills (Queens),40.722578244228046,-73.82087764933566,Te Amo,40.719875549110924,-73.81937033003913,Smoke Shop
6863,Kew Gardens Hills (Queens),40.722578244228046,-73.82087764933566,Keystone Roofing  and  Waterproofing,40.7196671,-73.81898560000002,Construction & Landscaping
6864,Kew Gardens Hills (Queens),40.722578244228046,-73.82087764933566,Vleigh Playground,40.719334784278566,-73.82093928688005,Playground
6865,Kew Gardens Hills (Queens),40.722578244228046,-73.82087764933566,Elite Cafe,40.725835,-73.821606,Sushi Restaurant
6866,Kew Gardens Hills (Queens),40.722578244228046,-73.82087764933566,Judge Moses Weinstein Playground,40.71889672096326,-73.81924482444585,Playground
6867,Kew Gardens Hills (Queens),40.722578244228046,-73.82087764933566,Charisma Ballroom,40.726885892225326,-73.8220932456316,Dance Studio
6868,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,Fresh Meadows Natural,40.733394099973125,-73.78366224909708,Grocery Store
6869,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,Fresh Meadows Pizzeria and Restaurant,40.73710970180682,-73.77816605290153,Pizza Place
6870,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,Walgreens,40.733635,-73.78371,Pharmacy
6871,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,Rite Aid,40.733524,-73.783879,Pharmacy
6872,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,Peking Chinese Restaurant,40.73339693032348,-73.78329263446204,Vegetarian / Vegan Restaurant
6873,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,Peking,40.73344446117437,-73.78348368253769,Chinese Restaurant
6874,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,MTA Q88 (73rd Ave. & 189th St),40.734052068037926,-73.78344520846876,Bus Station
6875,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,"MTA NYCT Q17 MTABus QM1, QM5, QM7, QM8, QM31, QM35 (188 Street/73rd Avenue)",40.73297551003404,-73.7830258230869,Bus Station
6876,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,Nine West,40.73462247848511,-73.782417,Shoe Store
6877,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,Becky's Nail Salon,40.733314910975814,-73.78324497596992,Cosmetics Shop
6878,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,MTA Q17 (188th & 73rd),40.732845713404615,-73.78313112400596,Bus Station
6879,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,STJ Halal Stand,40.730829336153384,-73.78360032338671,Food Truck
6880,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,Farm Playground,40.735859388887086,-73.7773331538487,Playground
6881,Fresh Meadows (Queens),40.7343944653313,-73.78271337003264,New Hong Kong Garden,40.737109,-73.778004,Chinese Restaurant
6882,Briarwood (Queens),40.71093547252271,-73.81174822458634,The Panorama Cafe,40.71231715293416,-73.80652704968954,Coffee Shop
6883,Briarwood (Queens),40.71093547252271,-73.81174822458634,Double J Deli,40.70973794108642,-73.8075117068079,Deli / Bodega
6884,Briarwood (Queens),40.71093547252271,-73.81174822458634,Junior High School 217,40.71038055419922,-73.81150817871094,Playground
6885,Briarwood (Queens),40.71093547252271,-73.81174822458634,Briarwood Playground,40.70965005721214,-73.81001980204677,Playground
6886,Briarwood (Queens),40.71093547252271,-73.81174822458634,Parsons Discount Store,40.7096941672234,-73.80752900901354,Convenience Store
6887,Briarwood (Queens),40.71093547252271,-73.81174822458634,Sweat Box Gym,40.709734,-73.80746,Gym
6888,Briarwood (Queens),40.71093547252271,-73.81174822458634,Dollar Store,40.713841,-73.809174,Arts & Crafts Store
6889,Briarwood (Queens),40.71093547252271,-73.81174822458634,"MTABus Q25, Q34 (Parsons Blvd/84th Rd-Hoover Ave.)",40.712209282312195,-73.8067742843469,Bus Station
6890,Briarwood (Queens),40.71093547252271,-73.81174822458634,Moon Tikka,40.713202,-73.807214,Indian Restaurant
6891,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Margherita Pizza,40.70466179650204,-73.79686045422818,Pizza Place
6892,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Don Nico's,40.70513359256214,-73.79925760949355,Mexican Restaurant
6893,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Jamaican Flavors,40.70559234462918,-73.79495109251091,Caribbean Restaurant
6894,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,GNC,40.70404052734375,-73.79879760742188,Supplement Shop
6895,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,H&M,40.703617,-73.7986221,Clothing Store
6896,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,The Children's Place,40.70447638408348,-73.79706887173234,Kids Store
6897,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,T-Mobile,40.70446487877024,-73.79641056060791,Mobile Phone Shop
6898,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Blink Fitness,40.704465555892526,-73.7966098925308,Gym
6899,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,PP Boy Japan Teriyaki & Sushi,40.70489618401879,-73.7990307819717,Japanese Restaurant
6900,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Chase Bank,40.7040314,-73.7979361,Bank
6901,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,T-Mobile,40.7064618,-73.792689,Mobile Phone Shop
6902,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Subway,40.70296818106235,-73.79985256157573,Sandwich Place
6903,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Starbucks,40.70360122835167,-73.79936436251222,Coffee Shop
6904,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Chipotle Mexican Grill,40.7037085,-73.7989613,Mexican Restaurant
6905,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Panda Express,40.703704,-73.798936,Chinese Restaurant
6906,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Jamaica Performing Arts Center (JPAC),40.70226162441744,-73.80170874439492,Performing Arts Venue
6907,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Jamaica Market,40.70422288458094,-73.79966517905731,Food Court
6908,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Baskin-Robbins,40.70628406780103,-73.7922574872233,Ice Cream Shop
6909,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Subway,40.70656926762866,-73.79217167131794,Sandwich Place
6910,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Burlington,40.703976,-73.798677,Department Store
6911,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Target,40.703487396240234,-73.79853820800781,Big Box Store
6912,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Dallas BBQ,40.70554897505237,-73.80171413658667,BBQ Joint
6913,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Foot Locker,40.70523144295286,-73.79500508308416,Shoe Store
6914,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Gap Factory Store,40.705757,-73.79372,Clothing Store
6915,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Old Navy,40.70353853685696,-73.79940711703792,Clothing Store
6916,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Starbucks,40.70138312123458,-73.79670300712185,Coffee Shop
6917,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Walgreens,40.703495141892525,-73.7991324718882,Pharmacy
6918,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Popeyes Louisiana Kitchen,40.70305320502176,-73.79987358517124,Fried Chicken Joint
6919,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Dollar Tree,40.704361689599665,-73.79239766567939,Discount Store
6920,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Taco Bell/Pizza Hut,40.704005461590995,-73.79911208593967,Pizza Place
6921,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Dunkin',40.70623701708535,-73.79224111258293,Donut Shop
6922,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Jamaica YMCA,40.70500921834553,-73.80121299728097,Gym / Fitness Center
6923,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,York College Performing Arts Center,40.702625337559105,-73.79467195614484,Performing Arts Venue
6924,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Jamaica Multiplex Cinemas,40.703265,-73.7998843,Multiplex
6925,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Jamaica Center,40.702869992147114,-73.79963970332952,Concert Hall
6926,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Shopper's World,40.70463050241669,-73.79695527751632,Department Store
6927,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Rufus King Park,40.70214370074089,-73.80137622205224,Park
6928,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,K&G,40.70337866235854,-73.79988097353669,Men's Store
6929,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,"MTA NYCT Q20A, Q20B, Q44 (Merrick Blvd/Archer Avenue)",40.70465077955239,-73.79304405035866,Bus Stop
6930,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Golden Krust Caribbean Restaurant,40.70281213239041,-73.80002101567946,Caribbean Restaurant
6931,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Joey Pepperoni's Pizza,40.706000546007026,-73.79330912812335,Pizza Place
6932,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,PODS,40.7027013,-73.7923244,Storage Facility
6933,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,The Home Depot,40.7051308,-73.7927259,Hardware Store
6934,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Kennedy Fried Chicken,40.706275939941406,-73.79186248779297,Fried Chicken Joint
6935,Jamaica Center (Queens),40.70465736068717,-73.79690165888289,Taco Truck,40.70855583007363,-73.79396438598633,Mexican Restaurant
6936,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Gino's Pizzeria,40.74844544086946,-73.75649772102554,Pizza Place
6937,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Slim's Bagels & Bialy's,40.74927136697609,-73.75575441890172,Bagel Shop
6938,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Fukuoka Shabu Shabu,40.748990024860994,-73.75671702292335,Taiwanese Restaurant
6939,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Bi Won Korean Restaurant,40.74749115523934,-73.75594447104575,Korean Restaurant
6940,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Flex Hot Yoga,40.749555134054496,-73.75502354609094,Yoga Studio
6941,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Baskin-Robbins,40.74740826021031,-73.75620756069151,Ice Cream Shop
6942,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Chilsung Garden,40.74931991281684,-73.75536790382431,Korean Restaurant
6943,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,GNC,40.74884398611761,-73.75656829536683,Supplement Shop
6944,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Little Dumpling,40.74904649620749,-73.75621007961144,Chinese Restaurant
6945,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Chase Bank,40.7488142523578,-73.75600370844028,Bank
6946,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Rolly Kimbab,40.74853074631299,-73.756334784455,Korean Restaurant
6947,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Starbucks,40.74908551782129,-73.75631214871055,Coffee Shop
6948,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Red Mango,40.748587,-73.756174,Dessert Shop
6949,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,SUBWAY / Nathans / Bubble Tea,40.748683,-73.756058,Sandwich Place
6950,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,River Japanese Cuisine,40.74802759297992,-73.7563485681792,Sushi Restaurant
6951,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Walgreens,40.7482641,-73.75583,Pharmacy
6952,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Rite Aid,40.7483244,-73.7559043,Pharmacy
6953,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Key Food,40.747926011613416,-73.75632344390927,Supermarket
6954,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Dunkin',40.74825070799621,-73.75828505305844,Donut Shop
6955,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Saigon Asian Cuisine,40.748120095980894,-73.75634506369491,Vietnamese Restaurant
6956,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Springfield Wines & LiquorS,40.74837875366211,-73.75579833984375,Liquor Store
6957,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Red Arrow Card & Stationary,40.748499008592354,-73.75633918258865,Gift Shop
6958,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Empire Garden,40.74852095419004,-73.756457593467,Chinese Restaurant
6959,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,FlexHotYoga,40.7490824432692,-73.75494266116154,Yoga Studio
6960,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Samdado Restaurant,40.748997972683064,-73.75620631146356,Korean Restaurant
6961,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Imperial Wok,40.74932654287411,-73.75517781395163,Chinese Restaurant
6962,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,John Zangler Watch Expert,40.74924736091592,-73.7562522777097,Jewelry Store
6963,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Duck Hyang,40.74937266693104,-73.75529297993018,Korean Restaurant
6964,Oakland Gardens (Queens),40.74561857141855,-73.75494976234332,Four Guys Deli,40.748872,-73.757574,Deli / Bodega
6965,Queens Village (Queens),40.718893092167356,-73.73871484578424,SUBWAY,40.71797833031035,-73.73675239330278,Sandwich Place
6966,Queens Village (Queens),40.718893092167356,-73.73871484578424,T-Mobile,40.71849648562736,-73.73591467738152,Mobile Phone Shop
6967,Queens Village (Queens),40.718893092167356,-73.73871484578424,RetroCraze Salon & Spa,40.71721391915617,-73.74052621123253,Salon / Barbershop
6968,Queens Village (Queens),40.718893092167356,-73.73871484578424,Popeyes Louisiana Kitchen,40.71782941955514,-73.73647136007793,Fried Chicken Joint
6969,Queens Village (Queens),40.718893092167356,-73.73871484578424,Dollar Tree,40.716835625,-73.7419225,Discount Store
6970,Queens Village (Queens),40.718893092167356,-73.73871484578424,Chase Bank,40.71845277804792,-73.73603403568268,Bank
6971,Queens Village (Queens),40.718893092167356,-73.73871484578424,TD Bank,40.71645955370816,-73.7424894460355,Bank
6972,Queens Village (Queens),40.718893092167356,-73.73871484578424,Dunkin',40.71780406578222,-73.73659808158374,Donut Shop
6973,Queens Village (Queens),40.718893092167356,-73.73871484578424,Howard Jewelers,40.71762466430664,-73.73763275146484,Jewelry Store
6974,Queens Village (Queens),40.718893092167356,-73.73871484578424,Safelite AutoGlass,40.71701646446476,-73.74001854085918,Automotive Shop
6975,Queens Village (Queens),40.718893092167356,-73.73871484578424,Bus Stop - N24,40.71829033,-73.73577077,Bus Stop
6976,Queens Village (Queens),40.718893092167356,-73.73871484578424,MTA Bus & NICE Bus - Q36/Q36LTD/N24 @ Jamaica Avenue and Springfield Blvd,40.718234513763,-73.73573036720683,Bus Stop
6977,Queens Village (Queens),40.718893092167356,-73.73871484578424,Sophia's Fish Market,40.71839314682623,-73.73567535532997,Fish Market
6978,Queens Village (Queens),40.718893092167356,-73.73871484578424,Queens Village Veterans Plaza,40.718391919271475,-73.73553767230987,Pedestrian Plaza
6979,Queens Village (Queens),40.718893092167356,-73.73871484578424,99 Cent City,40.71792910708771,-73.73492280953518,Department Store
6980,Queens Village (Queens),40.718893092167356,-73.73871484578424,Kyodai Karate Do,40.71880300000001,-73.73452449999999,Martial Arts School
6981,Queens Village (Queens),40.718893092167356,-73.73871484578424,Deals,40.71665821355055,-73.74224316262038,Discount Store
6982,Queens Village (Queens),40.718893092167356,-73.73871484578424,Howard Johnson Inn Queens Village,40.71899923953011,-73.73380605519017,Hotel
6983,Queens Village (Queens),40.718893092167356,-73.73871484578424,Emilio's Mexican Grill,40.719885122326474,-73.73293454883773,Mexican Restaurant
6984,Hollis (Queens),40.71124344191904,-73.75925009335594,Family Dollar,40.7136928640485,-73.75899874179703,Discount Store
6985,Hollis (Queens),40.71124344191904,-73.75925009335594,T-Mobile,40.71344078534091,-73.75414565205574,Mobile Phone Shop
6986,Hollis (Queens),40.71124344191904,-73.75925009335594,Subway,40.71360287719796,-73.75446280149004,Sandwich Place
6987,Hollis (Queens),40.71124344191904,-73.75925009335594,Haggerty Park,40.712939869314226,-73.7584643908529,Baseball Field
6988,Hollis (Queens),40.71124344191904,-73.75925009335594,Bricktown Softball,40.71330186647912,-73.75763700593633,Baseball Field
6989,Hollis (Queens),40.71124344191904,-73.75925009335594,Verizon FIOS Store,40.71394769409089,-73.75937730073929,Electronics Store
6990,Hollis (Queens),40.71124344191904,-73.75925009335594,Mavi Lounge,40.71369575694726,-73.75616676130713,Lounge
6991,Hollis (Queens),40.71124344191904,-73.75925009335594,New Ho Wah,40.71234422072162,-73.7644111194512,Chinese Restaurant
6992,Hollis (Queens),40.71124344191904,-73.75925009335594,Avenue Z Desserts,40.71237516015064,-73.76442383298371,Bakery
6993,Hollis (Queens),40.71124344191904,-73.75925009335594,Franhill Shopping Center,40.71235142214031,-73.7644610562394,Shopping Mall
6994,Hollis (Queens),40.71124344191904,-73.75925009335594,Kings Park,40.71234422072162,-73.76446857490522,Park
6995,Hollis (Queens),40.71124344191904,-73.75925009335594,Franhill Plaza,40.71235289292441,-73.76447980790829,Shopping Mall
6996,Hollis (Queens),40.71124344191904,-73.75925009335594,Jamaica Park,40.712350543130086,-73.76447795458934,Park
6997,Hollis (Queens),40.71124344191904,-73.75925009335594,Cindee's Bakery,40.712366154300774,-73.76449484024158,Asian Restaurant
6998,South Jamaica (Queens),40.696911253789885,-73.7904261313554,Fine Fare Supermarkets,40.69731047696419,-73.78583262433102,Supermarket
6999,South Jamaica (Queens),40.696911253789885,-73.7904261313554,The Nourish Spot,40.6979658080215,-73.7922672429966,Vegetarian / Vegan Restaurant
7000,South Jamaica (Queens),40.696911253789885,-73.7904261313554,Bravo Supermarkets,40.69508012809152,-73.79052202758294,Grocery Store
7001,South Jamaica (Queens),40.696911253789885,-73.7904261313554,Three Brothers,40.694590521605164,-73.78989099341038,Pizza Place
7002,South Jamaica (Queens),40.696911253789885,-73.7904261313554,MTA - Bus Stop,40.6998348570268,-73.78870755831596,Bus Station
7003,South Jamaica (Queens),40.696911253789885,-73.7904261313554,Anita's Roti Shop,40.69947052001953,-73.79302215576172,Caribbean Restaurant
7004,South Jamaica (Queens),40.696911253789885,-73.7904261313554,"MTA Q111, Q113 (Guy Brewer Blvd/109 Ave)",40.69323164849999,-73.78895458661012,Bus Station
7005,South Jamaica (Queens),40.696911253789885,-73.7904261313554,Wonder Bread,40.70057060984784,-73.78886841398413,Bakery
7006,South Jamaica (Queens),40.696911253789885,-73.7904261313554,NYCT Buses -Jamaica Depot,40.700799711291936,-73.78963247663522,Bus Line
7007,St. Albans (Queens),40.69444538522359,-73.75867603727717,Family Dollar,40.691951751708984,-73.76280212402344,Discount Store
7008,St. Albans (Queens),40.69444538522359,-73.75867603727717,Popeyes Louisiana Kitchen,40.690893082474204,-73.76202460988142,Fried Chicken Joint
7009,St. Albans (Queens),40.69444538522359,-73.75867603727717,7-Eleven,40.6912721,-73.7620648,Convenience Store
7010,St. Albans (Queens),40.69444538522359,-73.75867603727717,The Smokehouse,40.69206164216117,-73.76123448080502,Caribbean Restaurant
7011,St. Albans (Queens),40.69444538522359,-73.75867603727717,Burger King,40.693077,-73.757082,Fast Food Restaurant
7012,St. Albans (Queens),40.69444538522359,-73.75867603727717,Dunkin',40.6920588937116,-73.76197392456254,Donut Shop
7013,St. Albans (Queens),40.69444538522359,-73.75867603727717,VIP Deli,40.69604411423037,-73.7593837034113,Deli / Bodega
7014,St. Albans (Queens),40.69444538522359,-73.75867603727717,Panda Chinese Restaurant,40.693559321613336,-73.7555283081094,Chinese Restaurant
7015,St. Albans (Queens),40.69444538522359,-73.75867603727717,Fah Mas,40.69579052646841,-73.76164174702575,Caribbean Restaurant
7016,St. Albans (Queens),40.69444538522359,-73.75867603727717,Vital Health Foods LLC,40.6933302,-73.7553737,Health Food Store
7017,St. Albans (Queens),40.69444538522359,-73.75867603727717,Kenny Mechanic,40.697564,-73.757393,Motorcycle Shop
7018,St. Albans (Queens),40.69444538522359,-73.75867603727717,Jasper Performing Arts Center,40.69400656562073,-73.75362022209065,Dance Studio
7019,St. Albans (Queens),40.69444538522359,-73.75867603727717,Yardies Jerk,40.69403801708779,-73.75354575423022,Caribbean Restaurant
7020,St. Albans (Queens),40.69444538522359,-73.75867603727717,Nu Urban Cafe,40.69173654146509,-73.76256610113279,Café
7021,St. Albans (Queens),40.69444538522359,-73.75867603727717,jamaican flavors,40.69142022601328,-73.76245200083866,Caribbean Restaurant
7022,St. Albans (Queens),40.69444538522359,-73.75867603727717,Fish & Chips,40.69136189549752,-73.76244613300291,Seafood Restaurant
7023,St. Albans (Queens),40.69444538522359,-73.75867603727717,Linden Plaza,40.69422110739295,-73.75294842694423,Shopping Mall
7024,St. Albans (Queens),40.69444538522359,-73.75867603727717,As You Like Grocery,40.690738677978516,-73.76190185546875,Grocery Store
7025,Rochdale (Queens),40.67521139591733,-73.77258787620906,SUBWAY,40.67337090902398,-73.77073358283094,Sandwich Place
7026,Rochdale (Queens),40.67521139591733,-73.77258787620906,Chase Bank,40.67824592103535,-73.77660512924194,Bank
7027,Rochdale (Queens),40.67521139591733,-73.77258787620906,Dunkin',40.673387562958,-73.7706039772987,Donut Shop
7028,Rochdale (Queens),40.67521139591733,-73.77258787620906,McDonald's,40.677483,-73.77584,Fast Food Restaurant
7029,Rochdale (Queens),40.67521139591733,-73.77258787620906,Ideal Food Basket,40.67359761736595,-73.77153546999746,Market
7030,Rochdale (Queens),40.67521139591733,-73.77258787620906,Rochdale Playground,40.67602373521926,-73.77216171126288,Park
7031,Rochdale (Queens),40.67521139591733,-73.77258787620906,Kelly's Coffee Shop,40.67399987043896,-73.77034601172306,Breakfast Spot
7032,Rochdale (Queens),40.67521139591733,-73.77258787620906,Variety Drugs,40.6735554939805,-73.77071962981137,Pharmacy
7033,Rochdale (Queens),40.67521139591733,-73.77258787620906,Southern Flair Restaurant,40.673680286544204,-73.77025425469367,Southern / Soul Food Restaurant
7034,Rochdale (Queens),40.67521139591733,-73.77258787620906,Circle 5 Market,40.67305723624037,-73.77398625358182,Candy Store
7035,Rochdale (Queens),40.67521139591733,-73.77258787620906,Magic Soul Food,40.6720634,-73.7750724,Southern / Soul Food Restaurant
7036,Rochdale (Queens),40.67521139591733,-73.77258787620906,New Ming Garden,40.67297944694864,-73.77549742481848,Chinese Restaurant
7037,Rochdale (Queens),40.67521139591733,-73.77258787620906,K.A.M Laundromat & Wash,40.672314,-73.774756,Laundromat
7038,Rochdale (Queens),40.67521139591733,-73.77258787620906,"MTA Q111, Q113, QM21 (Guy Brewer Blvd/137 Ave)",40.672047721002464,-73.7745460063883,Bus Station
7039,Rochdale (Queens),40.67521139591733,-73.77258787620906,Mta Q85 133ave Bedell,40.67637544076942,-73.76811033310477,Bus Stop
7040,Rochdale (Queens),40.67521139591733,-73.77258787620906,Sic Apparel Customs,40.674649466824846,-73.7780213356018,Print Shop
7041,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,Springfield Park,40.66593177436769,-73.7580643871646,Park
7042,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,Subway,40.66675900700483,-73.75680276020995,Sandwich Place
7043,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,Dunkin',40.66787527337825,-73.76323451018806,Donut Shop
7044,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,Dunkin',40.6668143,-73.7569286,Donut Shop
7045,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,Popeyes Louisiana Kitchen,40.66683721039413,-73.75717057557607,Fried Chicken Joint
7046,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,Shell,40.66657326,-73.75793578,Gas Station
7047,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,shoe shine terminal 7,40.66640959722685,-73.76228525606581,Shoe Store
7048,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,Dynasty Films Production Group,40.665875,-73.76243099999999,Business Service
7049,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,Belt Parkway at Exit 22,40.66596373337882,-73.75796388836079,Intersection
7050,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,McDonald's,40.66522819682168,-73.75613048672676,Fast Food Restaurant
7051,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,Cross Island Sports & Fitness,40.66539215799292,-73.75747060035175,Gym
7052,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,Wash and Fold Super Laundry,40.66650995544271,-73.75700497349189,Laundromat
7053,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,MTA NYCT Q85 (South Conduit Ave/221 St),40.665439441433534,-73.75713999875151,Bus Station
7054,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,MTA NYCT Q3 (Farmers Blvd/145 Road),40.664722775831336,-73.76422151633592,Bus Station
7055,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,PAY-O-MATIC,40.665238369500166,-73.75551760196686,Check Cashing Service
7056,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,Great Liquors,40.66526686762279,-73.75511461002195,Liquor Store
7057,Springfield Gardens (Queens),40.666230490368584,-73.76042092682287,Butterflies,40.663410641391074,-73.76444928627939,Chinese Restaurant
7058,Cambria Heights (Queens),40.692774639160845,-73.73526873708026,Good Taste Catering,40.69260462684047,-73.73229185680296,Caribbean Restaurant
7059,Cambria Heights (Queens),40.692774639160845,-73.73526873708026,Rite Aid,40.694289,-73.738265,Pharmacy
7060,Cambria Heights (Queens),40.692774639160845,-73.73526873708026,Brasserie Creole,40.69305616417647,-73.73389014680978,Nightclub
7061,Cambria Heights (Queens),40.692774639160845,-73.73526873708026,Epi Dor Kreyol Restaurant And Bakery,40.69393616230529,-73.73704321622488,Caribbean Restaurant
7062,Cambria Heights (Queens),40.692774639160845,-73.73526873708026,T & G Flavors,40.69308999999999,-73.7327789,Caribbean Restaurant
7063,Cambria Heights (Queens),40.692774639160845,-73.73526873708026,Sally's Restaurant,40.692264556884766,-73.7318115234375,Restaurant
7064,Cambria Heights (Queens),40.692774639160845,-73.73526873708026,Fres' c tortilla Tex Mex Express,40.694618464858145,-73.73846255456824,Mexican Restaurant
7065,Cambria Heights (Queens),40.692774639160845,-73.73526873708026,Johnny's Discount Liquors,40.69458018526394,-73.73857550206552,Liquor Store
7066,Cambria Heights (Queens),40.692774639160845,-73.73526873708026,U NIQUE JEWELRY BOX,40.68939206906419,-73.73293876647949,Jewelry Store
7067,Cambria Heights (Queens),40.692774639160845,-73.73526873708026,Tiffany's West Indian Bakery,40.691890716552734,-73.73027038574219,Bakery
